"Date","Price","Open","High","Low","Vol.","Change %"
"08/03/2003","98.28","98.31","99.00","96.34","239.39M","-0.23%"
"07/27/2003","98.51","100.37","100.98","98.24","224.87M","-1.72%"
"07/20/2003","100.23","99.45","100.34","97.85","206.96M","0.72%"
"07/13/2003","99.51","101.20","101.90","98.16","230.64M","-0.73%"
"07/06/2003","100.24","99.65","101.40","98.63","191.15M","1.52%"
"06/29/2003","98.74","98.22","99.85","96.43","150.83M","1.11%"
"06/22/2003","97.66","99.45","99.66","96.96","206.22M","-1.79%"
"06/15/2003","99.44","99.96","102.18","99.42","193.92M","-0.12%"
"06/08/2003","99.56","98.77","100.90","97.77","191.29M","0.30%"
"06/01/2003","99.26","97.53","101.40","96.67","246.54M","2.38%"
"05/25/2003","96.95","93.30","97.09","93.18","185.01M","3.40%"
"05/18/2003","93.76","94.15","94.89","91.60","213.18M","-1.17%"
"05/11/2003","94.87","93.50","95.45","93.28","190.08M","1.22%"
"05/04/2003","93.73","93.47","94.38","92.28","195.92M","0.56%"
"04/27/2003","93.21","90.44","93.47","90.30","248.40M","3.30%"
"04/20/2003","90.23","89.86","92.35","88.89","230.18M","0.75%"
"04/13/2003","89.56","87.47","90.07","87.00","176.27M","2.77%"
"04/06/2003","87.15","90.34","90.85","86.54","255.18M","-1.21%"
"03/30/2003","88.22","85.35","88.99","84.40","250.52M","1.74%"
"03/23/2003","86.71","88.02","88.26","85.99","258.30M","-3.30%"
"03/16/2003","89.67","83.46","89.88","83.22","327.83M","6.59%"
"03/09/2003","84.13","82.60","84.77","79.38","287.85M","0.97%"
"03/02/2003","83.32","85.26","85.78","81.43","223.59M","-1.86%"
"02/23/2003","84.90","84.93","85.23","82.22","221.16M","-0.33%"
"02/16/2003","85.18","84.53","85.80","83.46","161.23M","1.22%"
"02/09/2003","84.15","83.47","84.71","81.00","245.96M","0.88%"
"02/02/2003","83.42","86.14","86.82","82.97","235.70M","-3.07%"
"01/26/2003","86.06","85.73","87.18","84.15","264.25M","-0.37%"
"01/19/2003","86.38","90.87","90.92","86.17","209.98M","-4.72%"
"01/12/2003","90.66","93.54","93.86","90.15","177.15M","-2.58%"
"01/05/2003","93.06","91.24","93.64","91.05","191.04M","1.87%"
"12/29/2002","91.35","87.80","91.39","87.11","140.88M","4.54%"
"12/22/2002","87.38","89.59","90.61","87.38","73.29M","-2.90%"
"12/15/2002","89.99","89.82","91.79","88.60","175.65M","0.73%"
"12/08/2002","89.34","91.07","91.62","89.27","180.91M","-2.92%"
"12/01/2002","92.03","95.47","96.05","89.98","235.34M","-2.07%"
"11/24/2002","93.98","93.43","94.95","91.62","133.51M","0.60%"
"11/17/2002","93.42","92.15","94.27","89.76","186.34M","2.21%"
"11/10/2002","91.40","89.52","91.55","87.45","206.45M","1.95%"
"11/03/2002","89.65","91.80","93.07","89.52","241.22M","-0.69%"
"10/27/2002","90.27","91.15","91.29","87.00","234.20M","0.08%"
"10/20/2002","90.20","88.12","90.90","87.57","241.34M","1.76%"
"10/13/2002","88.64","83.20","89.30","83.04","302.87M","5.32%"
"10/06/2002","84.16","80.06","84.73","77.07","371.76M","4.16%"
"09/29/2002","80.80","82.00","85.77","79.58","321.52M","-2.36%"
"09/22/2002","82.75","83.65","85.97","81.85","294.26M","-1.90%"
"09/15/2002","84.35","89.32","91.19","84.05","225.64M","-5.93%"
"09/08/2002","89.67","89.10","93.33","88.25","188.03M","-0.37%"
"09/01/2002","90.00","90.73","91.00","87.50","233.75M","-1.94%"
"08/25/2002","91.78","94.91","96.25","90.81","192.19M","-2.98%"
"08/18/2002","94.60","93.46","97.15","93.10","175.95M","1.48%"
"08/11/2002","93.22","90.00","94.08","88.02","215.11M","2.11%"
"08/04/2002","91.29","86.50","91.94","83.55","246.44M","5.18%"
"07/28/2002","86.79","87.51","91.55","85.62","264.20M","1.39%"
"07/21/2002","85.60","84.11","85.93","77.68","388.20M","1.05%"
"07/14/2002","84.71","91.64","93.30","84.30","290.07M","-7.77%"
"07/07/2002","91.85","98.98","99.70","90.32","196.86M","-7.51%"
"06/30/2002","99.31","99.19","99.80","93.73","104.09M","0.35%"
"06/23/2002","98.96","98.61","100.89","95.19","168.44M","-0.32%"
"06/16/2002","99.28","101.92","105.03","98.69","118.01M","-2.09%"
"06/09/2002","101.40","103.24","104.54","98.50","130.35M","-1.88%"
"06/02/2002","103.34","107.09","107.60","101.72","119.05M","-3.62%"
"05/26/2002","107.22","109.05","109.13","105.90","77.06M","-1.35%"
"05/19/2002","108.69","110.64","110.69","108.00","72.32M","-1.99%"
"05/12/2002","110.90","106.22","111.25","105.80","134.37M","4.90%"
"05/05/2002","105.72","107.65","109.36","104.90","111.05M","-1.73%"
"04/28/2002","107.58","107.93","109.91","106.63","95.64M","0.18%"
"04/21/2002","107.39","112.38","112.43","107.29","95.03M","-4.86%"
"04/14/2002","112.88","111.62","113.67","110.20","81.25M","1.31%"
"04/07/2002","111.42","111.32","113.54","110.50","89.21M","-1.13%"
"03/31/2002","112.69","114.23","115.10","112.16","101.94M","-1.60%"
"03/24/2002","114.52","115.09","115.77","113.30","74.02M","-0.45%"
"03/17/2002","115.04","117.10","117.74","114.12","94.72M","-1.38%"
"03/10/2002","116.65","116.89","117.90","115.63","82.35M","-0.29%"
"03/03/2002","116.99","113.90","117.91","113.65","109.35M","2.86%"
"02/24/2002","113.74","109.75","113.85","109.70","118.36M","3.74%"
"02/17/2002","109.64","110.15","110.63","107.82","98.11M","-1.13%"
"02/10/2002","110.89","110.05","112.97","109.82","88.38M","0.73%"
"02/03/2002","110.09","112.23","112.23","108.00","130.26M","-2.27%"
"01/27/2002","112.65","113.90","114.19","108.40","108.79M","-0.79%"
"01/20/2002","113.55","113.75","114.25","112.02","49.10M","0.35%"
"01/13/2002","113.15","114.65","115.39","112.67","84.34M","-1.56%"
"01/06/2002","114.94","117.70","117.99","114.70","68.94M","-2.28%"
"12/30/2001","117.62","116.15","117.98","113.81","69.16M","1.40%"
"12/23/2001","116.00","114.83","116.75","114.61","36.04M","0.91%"
"12/16/2001","114.95","112.99","115.92","112.90","76.67M","1.61%"
"12/09/2001","113.13","115.85","116.39","112.00","86.63M","-2.94%"
"12/02/2001","116.56","113.65","118.00","113.01","94.55M","2.20%"
"11/25/2001","114.05","115.75","116.90","113.00","84.19M","-1.41%"
"11/18/2001","115.68","114.92","115.85","113.51","48.09M","1.15%"
"11/11/2001","114.36","111.00","115.40","110.00","96.65M","1.45%"
"11/04/2001","112.72","110.12","114.08","109.85","97.71M","3.18%"
"10/28/2001","109.25","110.16","110.55","105.56","120.46M","-0.97%"
"10/21/2001","110.32","107.30","111.79","106.74","101.83M","2.77%"
"10/14/2001","107.35","108.63","111.15","106.01","99.80M","-1.96%"
"10/07/2001","109.50","106.28","110.30","105.52","103.32M","2.12%"
"09/30/2001","107.23","103.90","108.97","102.83","134.87M","2.67%"
"09/23/2001","104.44","99.73","104.60","99.06","111.93M","7.36%"
"09/16/2001","97.28","101.00","106.40","93.80","183.19M","-11.60%"
"09/09/2001","110.05","107.70","110.35","107.70","23.41M","1.22%"
"09/02/2001","108.72","113.85","116.17","108.63","100.74M","-4.76%"
"08/26/2001","114.15","118.97","119.20","112.04","69.34M","-4.09%"
"08/19/2001","119.02","116.80","119.13","115.78","57.09M","1.94%"
"08/12/2001","116.75","119.60","120.35","116.01","51.47M","-2.13%"
"08/05/2001","119.29","121.35","121.51","117.34","57.89M","-2.17%"
"07/29/2001","121.94","121.19","123.25","120.30","54.30M","0.94%"
"07/22/2001","120.81","121.80","121.88","116.75","53.84M","-0.44%"
"07/15/2001","121.34","121.77","122.98","119.83","38.88M","-0.74%"
"07/08/2001","122.24","119.49","122.32","117.09","54.79M","2.68%"
"07/01/2001","119.05","122.80","124.32","119.05","29.01M","-2.90%"
"06/24/2001","122.60","123.28","124.01","120.57","46.61M","-0.20%"
"06/17/2001","122.85","121.65","124.31","120.89","52.37M","0.82%"
"06/10/2001","121.85","126.71","126.99","120.40","53.44M","-4.06%"
"06/03/2001","127.00","126.80","129.23","126.08","42.35M","0.21%"
"05/27/2001","126.73","128.23","128.35","125.00","37.78M","-1.07%"
"05/20/2001","128.10","129.84","132.09","127.90","47.54M","-1.26%"
"05/13/2001","129.74","124.90","130.08","124.46","51.12M","3.67%"
"05/06/2001","125.15","126.86","127.50","124.40","38.26M","-1.72%"
"04/29/2001","127.34","126.45","127.69","123.44","52.99M","1.24%"
"04/22/2001","125.78","123.65","125.84","120.95","45.39M","1.03%"
"04/15/2001","124.50","118.29","126.00","116.91","72.21M","4.75%"
"04/08/2001","118.85","114.00","118.99","112.78","48.88M","4.90%"
"04/01/2001","113.30","116.30","117.38","109.30","74.75M","-2.91%"
"03/25/2001","116.69","115.70","118.65","112.14","55.03M","1.93%"
"03/18/2001","114.48","115.76","118.46","108.04","85.65M","-0.46%"
"03/11/2001","115.01","122.34","122.50","114.81","115.63M","-6.77%"
"03/04/2001","123.36","124.15","127.75","123.11","34.66M","-0.20%"
"02/25/2001","123.61","125.80","127.84","121.75","64.99M","-1.08%"
"02/18/2001","124.96","131.04","131.14","121.80","58.13M","-4.17%"
"02/11/2001","130.40","131.70","134.17","129.30","33.16M","-1.09%"
"02/04/2001","131.84","134.80","136.70","131.26","33.06M","-2.20%"
"01/28/2001","134.80","135.50","138.70","134.75","40.00M","-0.79%"
"01/21/2001","135.88","134.25","137.31","133.56","39.67M","1.39%"
"01/14/2001","134.02","132.00","136.19","131.52","32.33M","1.53%"
"01/07/2001","132.00","129.88","133.72","127.69","35.56M","2.18%"
"12/31/2000","129.19","132.00","136.00","127.56","50.30M","-1.52%"
"12/24/2000","131.19","130.84","134.28","130.28","26.65M","0.19%"
"12/17/2000","130.94","132.06","134.97","125.53","51.36M","-0.02%"
"12/10/2000","130.97","137.38","139.56","130.56","34.34M","-2.24%"
"12/03/2000","133.97","131.88","139.12","131.50","45.57M","1.32%"
"11/26/2000","132.22","136.47","136.69","129.75","37.03M","-1.94%"
"11/19/2000","134.84","135.75","136.38","132.12","22.29M","-1.32%"
"11/12/2000","136.64","135.62","140.11","133.02","47.03M","0.01%"
"11/05/2000","136.62","143.16","144.30","136.53","34.60M","-4.31%"
"10/29/2000","142.78","138.44","143.91","138.16","41.24M","2.51%"
"10/22/2000","139.28","139.94","141.94","134.03","39.29M","-0.45%"
"10/15/2000","139.91","137.41","141.19","130.16","40.53M","1.71%"
"10/08/2000","137.56","141.31","141.31","132.78","45.09M","-2.48%"
"10/01/2000","141.06","144.28","145.75","139.75","35.60M","-1.78%"
"09/24/2000","143.62","145.94","146.33","142.12","38.58M","-1.14%"
"09/17/2000","145.28","146.38","146.97","142.42","31.97M","-0.49%"
"09/10/2000","146.00","149.75","151.19","146.00","23.88M","-2.54%"
"09/03/2000","149.81","151.88","152.20","149.33","15.58M","-1.76%"
"08/27/2000","152.50","151.25","153.59","150.34","21.10M","0.83%"
"08/20/2000","151.25","150.03","151.62","149.28","18.29M","1.04%"
"08/13/2000","149.69","147.78","150.44","147.06","24.00M","1.55%"
"08/06/2000","147.41","146.72","149.22","145.56","22.49M","0.70%"
"07/30/2000","146.38","142.94","146.72","142.06","24.95M","3.02%"
"07/23/2000","142.09","148.12","148.86","141.52","36.33M","-3.79%"
"07/16/2000","147.69","150.98","151.98","147.69","27.17M","-2.35%"
"07/09/2000","151.25","147.88","151.25","147.16","24.83M","2.13%"
"07/02/2000","148.09","145.44","148.78","144.22","13.18M","1.93%"
"06/25/2000","145.28","145.38","146.98","143.52","28.47M","0.62%"
"06/18/2000","144.38","146.47","149.16","143.88","27.06M","-1.51%"
"06/11/2000","146.59","146.97","148.88","144.62","27.91M","0.00%"
"06/04/2000","146.59","147.47","148.22","145.62","25.58M","-0.85%"
"05/28/2000","147.84","140.00","149.09","139.47","29.34M","7.13%"
"05/21/2000","138.00","141.25","141.81","136.50","43.00M","-2.21%"
"05/14/2000","141.12","142.75","147.72","140.41","29.38M","-1.18%"
"05/07/2000","142.81","142.75","143.47","137.75","34.03M","-0.50%"
"04/30/2000","143.53","146.56","148.48","139.78","43.20M","-1.08%"
"04/23/2000","145.09","141.50","148.75","140.50","59.04M","0.89%"
"04/16/2000","143.81","135.19","145.12","134.69","50.08M","5.74%"
"04/09/2000","136.00","151.75","153.11","133.50","71.24M","-10.20%"
"04/02/2000","151.44","150.12","153.00","141.39","50.20M","0.70%"
"03/26/2000","150.38","153.38","153.78","147.12","40.62M","-2.07%"
"03/19/2000","153.56","146.88","155.75","144.50","57.49M","4.51%"
"03/12/2000","146.94","136.69","148.00","136.06","64.98M","4.87%"
"03/05/2000","140.12","140.81","142.00","135.03","57.26M","-0.71%"
"02/27/2000","141.12","133.38","141.72","132.72","48.88M","5.84%"
"02/20/2000","133.33","135.19","137.47","133.09","56.47M","-1.46%"
"02/13/2000","135.31","139.78","141.22","134.62","45.45M","-2.44%"
"02/06/2000","138.69","142.56","144.56","138.03","35.83M","-2.74%"
"01/30/2000","142.59","135.81","144.00","135.00","38.32M","4.94%"
"01/23/2000","135.88","145.66","145.84","135.53","45.84M","-5.93%"
"01/16/2000","144.44","145.34","147.00","143.81","24.69M","-1.72%"
"01/09/2000","146.97","146.25","147.47","142.88","32.75M","0.84%"
"01/02/2000","145.75","148.25","148.25","137.25","42.73M","-0.77%"
