"date","open","high","low","close","volume","pct_chg"
2008-02-03,139.21,139.3,131.73,133.07,1.18e+09,-0.0466
2008-02-10,133.1,137.1,132.04,135.14,996520000,0.0156
2008-02-17,136.69,137.6,132.86,135.62,772440000,0.0036
2008-02-24,135.54,139.14,132.78,133.82,994470000,-0.0133
2008-03-02,133.14,134.77,128.58,129.71,1.32e+09,-0.0307
2008-03-09,129.81,133.77,127.59,129.61,1.64e+09,-8e-04
2008-03-16,126.57,134.65,126.07,132.08,1.33e+09,0.0191
2008-03-23,133.31,135.81,131.06,131.51,1.01e+09,-0.0043
2008-03-30,131.29,137.96,131.09,136.89,1.01e+09,0.0409
2008-04-06,137.87,138.57,133.01,133.38,914870000,-0.0256
2008-04-13,133.19,139.56,132.33,138.48,920420000,0.0382
2008-04-20,138.23,139.89,136.64,139.6,894230000,0.0081
2008-04-27,139.88,142.37,138.26,141.51,808390000,0.0137
2008-05-04,141.05,142.2,138.45,138.9,828030000,-0.0184
2008-05-11,139.25,142.87,138.73,142.66,863130000,0.0271
2008-05-18,142.81,144.3,137.52,137.64,949240000,-0.0352
2008-05-25,137.8,140.93,137.53,140.35,640900000,0.0197
2008-06-01,139.83,140.89,136.22,136.29,1.32e+09,-0.0289
2008-06-08,136.86,137.5,133.52,136.15,1.27e+09,-0.001
2008-06-15,135.55,137.12,131.22,131.58,1.24e+09,-0.0336
2008-06-22,132.09,133.4,127.03,127.53,1.32e+09,-0.0308
2008-06-29,127.89,129.16,124.99,126.31,1.18e+09,-0.0096
2008-07-06,126.79,127.74,122.49,123.84,2e+09,-0.0196
2008-07-13,125.26,126.42,120.02,125.98,1.84e+09,0.0173
2008-07-20,126.51,129.15,124.85,125.48,1.3e+09,-0.004
2008-07-27,125.51,128.6,123.42,126.16,1.35e+09,0.0054
2008-08-03,126.04,129.93,124.76,129.37,1.16e+09,0.0254
2008-08-10,129.47,131.51,127.67,130.17,1.14e+09,0.0062
2008-08-17,130.43,130.48,126.34,129.65,940770000,-0.004
2008-08-24,128.8,130.34,126.58,128.79,858830000,-0.0066
2008-08-31,130.03,130.71,122,124.42,1.13e+09,-0.0339
2008-09-07,128.04,128.24,121.6,126.09,1.71e+09,0.0134
2008-09-14,121.63,128,113.8,124.12,2.97e+09,-0.0156
2008-09-21,124.45,124.75,117.79,120.85,1.5e+09,-0.0263
2008-09-28,119.18,121.18,109.68,110.34,1.95e+09,-0.087
2008-10-05,107.15,107.62,83.58,88.5,3.28e+09,-0.1979
2008-10-12,93.87,105.53,86.54,93.21,2.67e+09,0.0532
2008-10-19,95.35,99.1,84,87.04,2.37e+09,-0.0662
