"Date","Price","Open","High","Low","Vol.","Change %"
"02/11/2024","499.51","501.17","503.50","490.71","375.20M","-0.34%"
"02/04/2024","501.20","493.70","501.65","490.23","318.56M","1.39%"
"01/28/2024","494.35","487.73","496.05","482.86","437.07M","1.42%"
"01/21/2024","487.41","484.01","489.12","482.78","356.72M","1.03%"
"01/14/2024","482.43","475.26","482.72","469.87","356.55M","1.21%"
"01/07/2024","476.68","468.43","478.60","468.30","344.09M","1.87%"
"12/31/2023","467.92","472.16","473.67","466.43","396.94M","-1.55%"
"12/24/2023","475.31","474.07","477.55","473.30","322.83M","0.35%"
"12/17/2023","473.65","470.98","475.89","467.82","382.89M","0.92%"
"12/10/2023","469.33","459.69","473.73","459.47","487.19M","1.98%"
"12/03/2023","460.20","455.60","460.74","454.31","361.54M","0.24%"
"11/26/2023","459.10","454.65","459.65","453.34","344.70M","0.83%"
"11/19/2023","455.30","450.53","456.38","450.52","208.48M","1.00%"
"11/12/2023","450.79","439.23","451.42","438.42","376.60M","2.31%"
"11/05/2023","440.61","435.47","440.93","433.40","366.57M","1.36%"
"10/29/2023","434.69","413.56","436.29","412.22","459.40M","5.85%"
"10/22/2023","410.68","419.61","424.82","409.21","487.35M","-2.50%"
"10/15/2023","421.19","433.82","438.14","421.08","489.56M","-2.39%"
"10/08/2023","431.50","427.58","437.33","427.01","397.79M","0.46%"
"10/01/2023","429.54","426.62","431.13","420.18","458.43M","0.48%"
"09/24/2023","427.48","429.17","432.27","422.29","479.12M","-0.68%"
"09/17/2023","430.42","443.05","444.97","429.99","409.76M","-2.92%"
"09/10/2023","443.37","448.24","451.08","442.92","383.22M","-0.48%"
"09/03/2023","445.52","450.73","451.06","442.75","258.35M","-1.26%"
"08/27/2023","451.19","442.24","453.67","439.97","338.76M","2.55%"
"08/20/2023","439.97","437.55","445.22","435.00","393.06M","0.79%"
"08/13/2023","436.50","444.70","448.11","433.01","398.24M","-2.05%"
"08/06/2023","445.65","448.71","451.70","443.35","370.20M","-0.26%"
"07/30/2023","446.81","457.41","458.16","446.27","376.02M","-2.21%"
"07/23/2023","456.92","453.37","459.44","451.55","352.47M","1.05%"
"07/16/2023","452.18","449.13","456.43","449.08","341.18M","0.65%"
"07/09/2023","449.28","438.18","451.36","437.58","361.07M","2.45%"
"07/02/2023","438.55","442.92","444.08","437.06","258.00M","-1.07%"
"06/25/2023","443.28","432.62","444.30","431.19","394.12M","2.32%"
"06/18/2023","433.21","437.45","438.37","432.47","315.85M","-1.42%"
"06/11/2023","439.46","430.92","443.90","430.17","497.24M","2.22%"
"06/04/2023","429.90","428.28","431.99","425.82","367.31M","0.46%"
"05/28/2023","427.92","422.03","428.74","416.22","363.32M","1.88%"
"05/21/2023","420.02","418.64","420.77","409.88","421.13M","0.33%"
"05/14/2023","418.62","412.22","420.72","410.23","400.25M","1.71%"
"05/07/2023","411.59","412.97","414.54","408.87","336.05M","-0.25%"
"04/30/2023","412.63","415.47","417.62","403.74","440.45M","-0.79%"
"04/23/2023","415.93","411.99","415.94","403.78","424.95M","0.90%"
"04/16/2023","412.20","412.37","415.72","410.17","334.52M","-0.06%"
"04/09/2023","412.46","406.61","415.09","405.97","373.38M","0.80%"
"04/02/2023","409.19","408.85","411.92","405.68","262.94M","-0.05%"
"03/26/2023","409.39","398.12","409.70","393.69","396.28M","3.45%"
"03/19/2023","395.75","390.80","402.49","389.40","523.45M","1.48%"
"03/12/2023","389.99","381.81","396.47","380.65","764.85M","1.06%"
"03/05/2023","385.91","405.05","407.45","384.32","557.05M","-4.52%"
"02/26/2023","404.19","399.87","404.45","392.33","452.12M","1.97%"
"02/19/2023","396.38","403.06","404.16","393.64","370.84M","-2.67%"
"02/12/2023","407.26","408.72","415.05","404.05","380.68M","-0.19%"
"02/05/2023","408.04","409.79","416.49","405.01","376.98M","-1.05%"
"01/29/2023","412.35","402.80","418.31","400.28","458.86M","1.64%"
"01/22/2023","405.68","396.72","408.16","393.56","369.14M","2.48%"
"01/15/2023","395.88","398.48","400.23","387.26","341.08M","-0.66%"
"01/08/2023","398.50","390.37","399.10","386.27","362.28M","2.69%"
"01/01/2023","388.08","384.37","389.25","377.83","341.94M","1.48%"
"12/25/2022","382.43","382.79","384.35","376.42","273.54M","-0.13%"
"12/18/2022","382.91","383.47","387.41","374.77","392.45M","-0.09%"
"12/11/2022","383.27","394.11","410.49","381.04","544.86M","-2.55%"
"12/04/2022","393.28","403.95","404.93","391.64","363.38M","-3.35%"
"11/27/2022","406.91","399.09","410.00","393.30","426.64M","1.14%"
"11/20/2022","402.33","394.64","402.93","392.66","210.48M","1.59%"
"11/13/2022","396.03","396.66","402.31","390.14","401.02M","-0.62%"
"11/06/2022","398.51","377.71","399.35","373.61","466.72M","5.89%"
"10/30/2022","376.35","386.44","390.39","368.79","499.64M","-3.26%"
"10/23/2022","389.02","375.89","389.52","373.11","450.64M","3.94%"
"10/16/2022","374.29","364.01","375.45","357.28","489.40M","4.66%"
"10/09/2022","357.63","363.96","370.26","348.11","516.51M","-1.42%"
"10/02/2022","362.79","361.08","379.46","359.21","471.55M","1.57%"
"09/25/2022","357.18","366.41","372.30","357.04","578.34M","-2.93%"
"09/18/2022","367.95","382.26","389.31","363.29","469.12M","-4.57%"
"09/11/2022","385.56","408.78","411.73","382.11","467.95M","-5.17%"
"09/04/2022","406.60","393.13","407.51","388.42","305.13M","3.66%"
"08/28/2022","392.24","402.20","405.84","390.04","405.42M","-3.22%"
"08/21/2022","405.31","417.05","419.96","405.25","330.01M","-3.99%"
"08/14/2022","422.14","424.77","431.73","421.22","293.94M","-1.16%"
"08/07/2022","427.10","415.25","427.21","410.22","288.81M","3.30%"
"07/31/2022","413.47","409.15","415.68","406.82","303.72M","0.36%"
"07/24/2022","411.99","395.75","413.03","389.95","349.89M","4.28%"
"07/17/2022","395.09","388.38","400.18","380.66","350.66M","2.59%"
"07/10/2022","385.13","385.85","386.87","371.04","373.58M","-0.91%"
"07/03/2022","388.67","375.88","390.64","372.90","288.79M","1.95%"
"06/26/2022","381.24","391.05","393.16","372.56","405.72M","-2.27%"
"06/19/2022","390.08","371.89","390.09","370.18","344.21M","6.62%"
"06/12/2022","365.86","379.85","383.90","362.17","645.27M","-6.14%"
"06/05/2022","389.80","414.78","416.61","389.75","400.32M","-5.05%"
"05/29/2022","410.54","413.55","417.44","406.93","334.01M","-1.14%"
"05/22/2022","415.26","392.83","415.38","386.96","426.27M","6.58%"
"05/15/2022","389.63","399.98","408.57","380.54","509.27M","-3.01%"
"05/08/2022","401.72","405.10","406.41","385.15","659.71M","-2.34%"
"05/01/2022","411.34","412.07","429.66","405.02","727.29M","-0.16%"
"04/24/2022","412.00","423.67","429.64","411.21","596.61M","-3.30%"
"04/17/2022","426.04","436.81","450.01","425.44","426.94M","-2.68%"
"04/10/2022","437.79","444.11","445.75","436.65","346.07M","-2.19%"
"04/03/2022","447.57","453.13","457.83","443.47","398.08M","-1.18%"
"03/27/2022","452.92","452.06","462.07","449.14","445.53M","0.05%"
"03/20/2022","452.69","444.34","452.98","440.68","384.26M","1.84%"
"03/13/2022","444.52","420.89","444.86","415.79","555.93M","5.82%"
"03/06/2022","420.07","431.55","432.30","415.12","609.27M","-2.80%"
"02/27/2022","432.17","432.03","441.11","427.11","620.71M","-1.27%"
"02/20/2022","437.75","431.89","437.84","410.64","592.72M","0.81%"
"02/13/2022","434.23","439.92","448.05","431.82","531.43M","-1.41%"
"02/06/2022","440.46","449.51","457.88","438.94","551.39M","-1.84%"
"01/30/2022","448.70","441.24","458.12","439.81","629.25M","1.53%"
"01/23/2022","441.95","432.03","444.04","420.76","921.22M","0.91%"
"01/16/2022","437.98","459.74","459.96","437.95","543.88M","-5.75%"
"01/09/2022","464.72","462.70","473.20","456.60","448.34M","-0.29%"
"01/02/2022","466.09","476.30","479.98","464.65","420.36M","-1.87%"
"12/26/2021","474.96","472.06","479.00","472.01","279.15M","0.93%"
"12/19/2021","470.60","454.48","472.19","451.14","292.27M","2.33%"
"12/12/2021","459.87","470.19","472.87","458.06","554.09M","-2.31%"
"12/05/2021","470.74","456.13","470.90","453.56","405.13M","3.82%"
"11/28/2021","453.42","464.07","466.56","448.92","632.28M","-1.21%"
"11/21/2021","458.97","470.89","473.54","457.77","320.50M","-2.12%"
"11/14/2021","468.89","468.64","470.94","466.23","251.64M","0.35%"
"11/07/2021","467.27","469.70","470.23","462.04","259.30M","-0.27%"
"10/31/2021","468.53","460.30","470.65","458.20","269.09M","2.02%"
"10/24/2021","459.25","454.28","459.56","452.39","295.33M","1.35%"
"10/17/2021","453.12","443.97","454.67","443.27","258.93M","1.63%"
"10/10/2021","445.87","437.16","446.26","431.54","345.88M","1.83%"
"10/03/2021","437.86","433.00","441.68","426.36","479.28M","0.83%"
"09/26/2021","434.24","442.81","444.05","427.23","543.88M","-2.18%"
"09/19/2021","443.91","434.88","444.89","428.86","499.81M","0.57%"
"09/12/2021","441.40","448.64","448.92","441.02","436.94M","-0.91%"
"09/05/2021","445.44","452.71","452.81","445.31","255.77M","-1.69%"
"08/29/2021","453.08","450.97","454.05","450.71","246.44M","0.63%"
"08/22/2021","450.25","445.16","450.65","443.44","269.31M","1.55%"
"08/15/2021","443.36","444.53","447.11","436.12","420.78M","-0.57%"
"08/08/2021","445.92","442.46","445.94","441.31","207.01M","0.78%"
"08/01/2021","442.49","440.34","442.94","436.10","249.47M","0.91%"
"07/25/2021","438.51","439.31","441.80","435.99","279.98M","-0.33%"
"07/18/2021","439.94","426.19","440.30","421.97","423.96M","1.99%"
"07/11/2021","431.34","435.43","437.92","430.92","300.93M","-0.96%"
"07/04/2021","435.52","433.78","435.84","427.52","306.09M","0.42%"
"06/27/2021","433.72","427.17","434.10","425.89","265.10M","1.67%"
"06/20/2021","426.61","416.80","427.09","415.93","283.21M","2.82%"
"06/13/2021","414.92","424.43","425.46","414.70","383.88M","-2.21%"
"06/06/2021","424.31","422.59","424.63","420.32","243.72M","0.40%"
"05/30/2021","422.60","422.57","422.92","416.28","217.39M","0.61%"
"05/23/2021","420.04","417.34","421.25","417.08","267.14M","1.23%"
"05/16/2021","414.94","415.39","418.20","405.33","386.01M","-0.39%"
"05/09/2021","416.58","422.50","422.74","404.00","522.15M","-1.31%"
"05/02/2021","422.12","419.43","422.82","411.67","372.06M","1.16%"
"04/25/2021","417.30","417.44","420.72","416.30","318.80M","0.13%"
"04/18/2021","416.74","416.26","418.25","410.59","398.00M","-0.12%"
"04/11/2021","417.26","410.85","417.91","410.20","317.18M","1.40%"
"04/04/2021","411.49","403.46","411.67","403.38","328.51M","2.72%"
"03/28/2021","400.61","394.40","400.67","392.81","396.79M","1.17%"
"03/21/2021","395.98","390.03","396.41","383.90","492.59M","1.67%"
"03/14/2021","389.48","394.33","398.12","387.15","474.25M","-1.16%"
"03/07/2021","394.06","384.66","395.65","381.42","497.58M","2.72%"
"02/28/2021","383.63","385.59","390.92","371.88","640.36M","0.86%"
"02/21/2021","380.36","387.06","392.23","378.23","546.50M","-2.48%"
"02/14/2021","390.03","393.96","394.17","387.74","246.73M","-0.66%"
"02/07/2021","392.64","389.27","392.90","387.50","226.58M","1.27%"
"01/31/2021","387.71","373.72","388.47","370.38","288.51M","4.77%"
"01/24/2021","370.07","383.67","385.85","368.27","457.38M","-3.35%"
"01/17/2021","382.88","378.34","384.95","376.75","213.16M","1.91%"
"01/10/2021","375.70","377.85","381.13","373.70","306.18M","-1.46%"
"01/03/2021","381.26","375.31","381.49","364.82","425.08M","1.97%"
"12/27/2020","373.88","371.74","374.66","370.83","220.66M","1.32%"
"12/20/2020","369.00","364.97","378.46","362.03","217.43M","-0.05%"
"12/13/2020","369.18","368.64","372.46","364.47","392.37M","0.79%"
"12/06/2020","366.30","369.02","371.05","363.26","280.94M","-0.96%"
"11/29/2020","369.85","362.83","369.85","359.17","317.94M","1.70%"
"11/22/2020","363.67","357.28","364.18","354.86","199.49M","2.35%"
"11/15/2020","355.33","360.98","362.78","354.15","341.60M","-0.77%"
"11/08/2020","358.10","363.97","364.38","350.51","447.58M","2.27%"
"11/01/2020","350.16","330.20","352.19","327.24","463.34M","7.23%"
"10/25/2020","326.54","342.13","342.98","322.60","495.61M","-5.56%"
"10/18/2020","345.78","348.65","349.33","340.65","296.60M","-0.43%"
"10/11/2020","347.29","349.59","354.02","343.13","361.46M","0.13%"
"10/04/2020","346.85","336.06","347.35","334.38","297.61M","3.90%"
"09/27/2020","333.84","333.22","338.74","331.19","398.33M","1.55%"
"09/20/2020","328.73","325.70","331.20","319.80","403.93M","-0.58%"
"09/13/2020","330.65","337.49","343.06","327.97","398.14M","-1.02%"
"09/06/2020","334.06","336.71","342.64","331.00","381.18M","-2.48%"
"08/30/2020","342.57","350.35","358.75","334.87","477.81M","-2.28%"
"08/23/2020","350.58","342.12","350.72","339.45","244.46M","3.27%"
"08/16/2020","339.48","337.94","339.72","335.22","239.58M","0.78%"
"08/09/2020","336.84","335.06","338.28","332.01","256.79M","0.68%"
"08/02/2020","334.57","328.32","334.88","327.73","238.85M","2.47%"
"07/26/2020","326.52","321.63","326.63","319.64","301.32M","1.76%"
"07/19/2020","320.88","321.43","327.23","319.25","321.10M","-0.26%"
"07/12/2020","321.72","320.13","323.04","312.00","401.25M","1.30%"
"07/05/2020","317.59","316.37","317.88","310.68","340.17M","1.72%"
"06/28/2020","312.23","301.41","315.70","298.93","334.91M","4.06%"
"06/21/2020","300.05","307.99","314.50","299.42","493.36M","-2.78%"
"06/14/2020","308.64","298.02","315.64","296.74","573.19M","1.46%"
"06/07/2020","304.21","320.22","323.41","298.60","650.04M","-4.74%"
"05/31/2020","319.34","303.62","321.27","303.06","449.93M","4.94%"
"05/24/2020","304.32","301.93","306.84","295.46","403.80M","3.01%"
"05/17/2020","295.44","293.05","297.87","291.95","443.62M","3.20%"
"05/10/2020","286.28","290.34","294.24","272.99","553.23M","-2.11%"
"05/03/2020","292.44","280.74","292.95","279.13","385.95M","3.41%"
"04/26/2020","282.79","285.12","294.88","281.52","549.99M","-0.06%"
"04/19/2020","282.97","282.61","286.79","272.02","509.90M","-1.28%"
"04/12/2020","286.64","277.14","287.30","271.41","649.24M","3.03%"
"04/05/2020","278.20","257.84","281.20","248.17","733.55M","12.09%"
"03/29/2020","248.19","255.70","263.33","243.90","868.62M","-2.06%"
"03/22/2020","253.42","228.19","262.80","218.26","1.34B","10.76%"
"03/15/2020","228.80","241.18","256.90","228.02","1.52B","-15.05%"
"03/08/2020","269.32","275.30","288.52","247.68","1.56B","-9.46%"
"03/01/2020","297.46","298.21","313.84","290.23","1.13B","0.41%"
"02/23/2020","296.26","323.14","333.56","285.54","1.24B","-11.16%"
"02/16/2020","333.48","336.51","339.08","332.58","294.11M","-1.22%"
"02/09/2020","337.60","331.23","338.12","331.19","260.01M","1.63%"
"02/02/2020","332.20","323.35","334.19","323.22","312.27M","3.25%"
"01/26/2020","321.73","323.03","328.63","320.73","391.28M","-2.14%"
"01/19/2020","328.77","330.90","332.95","327.36","266.20M","-0.96%"
"01/12/2020","331.95","326.39","332.18","325.92","332.25M","1.92%"
"01/05/2020","325.71","320.49","327.46","320.36","268.68M","1.02%"
"12/29/2019","322.41","322.95","324.89","320.15","243.93M","-0.14%"
"12/22/2019","322.86","321.59","323.80","320.90","146.86M","0.66%"
"12/15/2019","320.73","319.22","321.97","317.25","426.89M","1.07%"
"12/08/2019","317.32","314.44","318.67","312.81","319.66M","0.78%"
"12/01/2019","314.87","314.59","315.31","307.13","290.21M","0.18%"
"11/24/2019","314.31","311.98","315.48","311.98","167.88M","1.08%"
"11/17/2019","310.96","311.53","312.69","309.06","296.47M","-0.27%"
"11/10/2019","311.79","307.42","311.84","307.27","251.59M","0.92%"
"11/03/2019","308.94","307.85","309.65","306.06","253.37M","0.91%"
"10/27/2019","306.14","302.94","306.19","301.73","276.27M","1.51%"
"10/20/2019","301.60","299.42","302.20","298.49","204.64M","1.22%"
"10/13/2019","297.97","295.93","300.24","295.57","250.07M","0.57%"
"10/06/2019","296.28","293.47","298.74","288.49","386.42M","0.66%"
"09/29/2019","294.35","295.97","298.45","284.82","419.60M","-0.36%"
"09/22/2019","295.40","297.55","299.84","293.69","361.85M","-0.97%"
"09/15/2019","298.28","299.84","302.63","297.41","350.84M","-0.93%"
"09/08/2019","301.09","299.14","302.46","295.97","313.04M","1.02%"
"09/01/2019","298.05","290.57","298.83","289.27","249.18M","1.91%"
"08/25/2019","292.45","287.27","294.24","285.25","321.70M","2.67%"
"08/18/2019","284.85","292.19","293.93","283.47","356.07M","-1.38%"
"08/11/2019","288.85","289.96","294.15","282.39","483.70M","-0.95%"
"08/04/2019","291.62","288.09","293.62","281.72","621.47M","-0.34%"
"07/28/2019","292.62","301.88","301.93","290.90","447.62M","-3.11%"
"07/21/2019","302.01","297.61","302.23","297.04","236.04M","1.63%"
"07/14/2019","297.17","301.13","301.13","296.70","241.36M","-1.16%"
"07/07/2019","300.65","297.01","300.73","295.48","236.78M","0.73%"
"06/30/2019","298.46","296.68","298.82","294.33","233.19M","1.86%"
"06/23/2019","293.00","294.23","294.58","290.35","280.90M","-0.34%"
"06/16/2019","294.00","289.52","296.31","289.18","403.19M","1.64%"
"06/09/2019","289.26","289.37","291.40","287.82","267.81M","0.56%"
"06/02/2019","287.65","275.31","288.85","273.09","388.53M","4.50%"
"05/26/2019","275.27","283.09","284.15","275.24","324.39M","-2.66%"
"05/19/2019","282.78","284.06","286.93","280.57","313.21M","-1.07%"
"05/12/2019","285.84","282.42","289.21","279.93","455.35M","-0.78%"
"05/05/2019","288.10","289.25","293.31","282.30","559.40M","-2.02%"
"04/28/2019","294.03","293.51","294.95","289.52","331.56M","0.21%"
"04/21/2019","293.41","289.17","293.49","289.07","251.49M","1.17%"
"04/14/2019","290.02","290.24","291.43","288.66","228.73M","-0.05%"
"04/07/2019","290.16","288.10","290.47","286.70","297.13M","0.55%"
"03/31/2019","288.57","284.70","288.63","284.40","293.55M","2.16%"
"03/24/2019","282.48","278.87","282.84","277.64","364.35M","1.16%"
"03/17/2019","279.25","281.55","285.18","279.18","439.29M","-0.73%"
"03/10/2019","281.31","275.26","282.38","275.23","374.23M","2.50%"
"03/03/2019","274.46","281.60","281.87","272.42","421.33M","-2.13%"
"02/24/2019","280.42","280.73","281.31","277.48","330.95M","0.46%"
"02/17/2019","279.14","276.48","279.36","276.35","278.06M","0.64%"
"02/10/2019","277.37","271.20","277.41","270.03","385.89M","2.55%"
"02/03/2019","270.47","270.11","273.44","267.83","369.92M","0.15%"
"01/27/2019","270.06","263.39","271.20","261.79","434.02M","1.61%"
"01/20/2019","265.78","264.82","266.70","260.66","357.65M","-0.26%"
"01/13/2019","266.46","256.86","266.98","256.41","457.77M","2.89%"
"01/06/2019","258.98","252.69","259.16","251.69","471.34M","2.61%"
"12/30/2018","252.39","249.56","253.11","243.67","557.99M","1.87%"
"12/23/2018","247.75","239.04","251.40","233.76","705.16M","2.93%"
"12/16/2018","240.70","259.40","260.65","239.98","1.02B","-7.59%"
"12/09/2018","260.47","263.37","269.00","258.62","584.55M","-1.18%"
"12/02/2018","263.57","280.28","280.40","262.44","646.21M","-4.38%"
"11/25/2018","275.65","265.78","276.28","265.34","463.66M","4.71%"
"11/18/2018","263.25","273.05","273.38","263.07","357.45M","-3.83%"
"11/11/2018","273.73","277.19","277.46","267.01","584.96M","-1.45%"
"11/04/2018","277.76","272.44","281.22","271.35","392.86M","2.16%"
"10/28/2018","271.89","268.80","275.23","259.85","668.29M","2.47%"
"10/21/2018","265.33","277.00","277.36","262.29","746.21M","-3.95%"
"10/14/2018","276.25","275.55","281.15","274.30","605.60M","0.11%"
"10/07/2018","275.95","287.05","288.86","270.36","834.84M","-4.12%"
"09/30/2018","287.82","292.11","293.21","286.22","391.53M","-1.00%"
"09/23/2018","290.72","291.34","292.24","289.41","306.86M","-0.43%"
"09/16/2018","291.99","290.82","293.94","289.03","385.10M","0.38%"
"09/09/2018","290.88","288.74","291.27","286.98","266.67M","1.14%"
"09/02/2018","287.60","289.84","290.21","286.71","269.48M","-0.93%"
"08/26/2018","290.31","288.86","291.74","288.68","292.87M","0.97%"
"08/19/2018","287.51","285.57","287.67","285.06","258.77M","0.86%"
"08/12/2018","285.06","283.47","285.56","280.16","348.09M","0.67%"
"08/05/2018","283.16","283.64","286.01","282.36","237.51M","-0.16%"
"07/29/2018","283.60","281.51","283.66","279.16","303.53M","0.77%"
"07/22/2018","281.42","279.45","284.37","279.06","328.66M","0.62%"
"07/15/2018","279.68","279.64","281.18","278.41","288.89M","0.03%"
"07/08/2018","279.59","276.55","279.93","276.50","287.93M","1.51%"
"07/01/2018","275.42","269.51","275.84","269.24","229.16M","1.53%"
"06/24/2018","271.28","273.44","273.87","268.49","485.89M","-1.26%"
"06/17/2018","274.74","275.49","276.72","273.53","331.91M","-0.86%"
"06/10/2018","277.13","278.44","279.48","275.35","407.43M","-0.38%"
"06/03/2018","278.19","274.53","278.28","274.18","304.36M","1.68%"
"05/27/2018","273.60","270.31","273.94","267.76","350.37M","0.53%"
"05/20/2018","272.15","273.01","274.25","270.78","308.10M","0.30%"
"05/13/2018","271.33","273.34","274.08","270.03","316.67M","-0.56%"
"05/06/2018","272.85","266.89","273.15","265.15","314.41M","2.57%"
"04/29/2018","266.02","267.26","267.89","259.05","470.29M","-0.20%"
"04/22/2018","266.56","267.26","267.98","260.85","407.07M","-0.02%"
"04/15/2018","266.61","267.00","271.30","265.61","363.00M","0.55%"
"04/08/2018","265.15","261.37","267.54","259.94","456.13M","2.09%"
"04/01/2018","259.72","262.55","266.64","254.67","692.13M","-1.30%"
"03/25/2018","263.15","262.13","266.77","258.58","542.59M","1.98%"
"03/18/2018","258.05","273.35","274.40","257.83","580.00M","-5.89%"
"03/11/2018","274.20","279.20","280.41","274.14","453.57M","-1.67%"
"03/04/2018","278.87","267.73","278.87","267.61","444.11M","3.64%"
"02/25/2018","269.08","275.93","278.92","264.82","623.44M","-2.05%"
"02/18/2018","274.71","272.03","274.72","269.64","388.53M","0.59%"
"02/11/2018","273.11","263.83","275.32","261.66","617.32M","4.44%"
"02/04/2018","261.50","273.45","275.85","252.92","1.35B","-5.06%"
"01/28/2018","275.45","285.93","286.43","275.41","604.14M","-3.88%"
"01/21/2018","286.58","280.17","286.63","280.11","515.55M","2.20%"
"01/14/2018","280.41","279.35","280.41","276.18","461.46M","0.90%"
"01/07/2018","277.92","273.31","278.11","272.92","337.32M","1.65%"
"12/31/2017","273.42","267.84","273.56","267.40","340.89M","2.46%"
"12/24/2017","266.86","267.05","268.55","266.64","244.12M","-0.24%"
"12/17/2017","267.51","268.10","268.60","266.69","388.54M","0.38%"
"12/10/2017","266.51","265.58","267.56","265.39","516.46M","0.38%"
"12/03/2017","265.51","266.31","266.80","262.71","401.72M","0.40%"
"11/26/2017","264.46","260.41","266.05","260.00","521.04M","1.57%"
"11/19/2017","260.36","258.14","260.48","257.86","190.14M","0.97%"
"11/12/2017","257.86","257.31","259.04","255.63","335.89M","-0.09%"
"11/05/2017","258.09","258.30","259.35","256.36","312.69M","-0.14%"
"10/29/2017","258.45","257.07","258.50","256.19","284.83M","0.29%"
"10/22/2017","257.71","257.48","257.89","254.00","389.93M","0.23%"
"10/15/2017","257.11","255.21","257.14","254.35","261.75M","0.85%"
"10/08/2017","254.95","254.63","255.27","253.65","228.40M","0.23%"
"10/01/2017","254.37","251.49","254.70","251.29","325.96M","1.25%"
"09/24/2017","251.23","249.15","251.32","248.08","322.50M","0.72%"
"09/17/2017","249.44","249.61","250.19","248.92","252.34M","0.10%"
"09/10/2017","249.19","248.04","250.32","248.02","378.37M","1.06%"
"09/03/2017","246.58","247.26","247.52","244.95","271.18M","-0.51%"
"08/27/2017","247.84","245.17","248.33","242.93","319.54M","1.34%"
"08/20/2017","244.56","242.64","245.62","241.83","294.00M","0.76%"
"08/13/2017","242.71","245.59","247.57","242.20","450.49M","-0.58%"
"08/06/2017","244.12","247.49","248.91","243.70","351.70M","-1.33%"
"07/30/2017","247.41","247.37","247.79","246.37","269.15M","0.20%"
"07/23/2017","246.91","246.79","248.00","245.68","269.97M","0.01%"
"07/16/2017","246.88","245.47","247.42","244.67","263.15M","0.54%"
"07/09/2017","245.56","241.95","245.97","240.85","246.36M","1.42%"
"07/02/2017","242.11","242.88","243.38","240.34","217.67M","0.13%"
"06/25/2017","241.80","243.90","244.38","239.96","402.76M","-0.55%"
